no,comments
2566,物流快，包装好，要再炒老一点就更香了！
2567,太小了。还可以
2568,不错，己经是第二次购买了。
2569,可以挺香的
2570,好吃好吃，吃完还买
2571,一如既往好
2572,好吃.很香
2573,非常好吃
2574,不错很好
2575,非常好吃
2576,付款了至今没有收到货。
2577,就这样吧
2578,很好！我这是第二次购买
2579,非常满意，吃完再来。
2580,为什么第二次买的不香了？
2581,此用户没有填写评论!
2582,一如既往地好
2583,继续五星好评！
2584,好吃又香又干净！
2585,可以，就是拿快递比较远
2586,物流快，包装好，要再炒老一点就更香了！
2587,太小了。还可以
2588,不错，己经是第二次购买了。
2589,可以挺香的
2590,好吃好吃，吃完还买
2591,一如既往好
2592,好吃.很香
2593,非常好吃
2594,不错很好
2595,非常好吃
2596,付款了至今没有收到货。
2597,就这样吧
2598,很好！我这是第二次购买
2599,非常满意，吃完再来。
2600,为什么第二次买的不香了？
2601,此用户没有填写评论!
2602,一如既往地好
2603,继续五星好评！
2604,好吃又香又干净！
2605,可以，就是拿快递比较远
2606,物流快，包装好，要再炒老一点就更香了！
2607,太小了。还可以
2608,不错，己经是第二次购买了。
2609,可以挺香的
2610,好吃好吃，吃完还买
2611,一如既往好
2612,好吃.很香
2613,非常好吃
2614,不错很好
2615,非常好吃
2616,付款了至今没有收到货。
2617,就这样吧
2618,很好！我这是第二次购买
2619,非常满意，吃完再来。
2620,为什么第二次买的不香了？
2621,此用户没有填写评论!
2622,一如既往地好
2623,继续五星好评！
2624,好吃又香又干净！
2625,可以，就是拿快递比较远
2626,物流快，包装好，要再炒老一点就更香了！
2627,太小了。还可以
2628,不错，己经是第二次购买了。
2629,可以挺香的
2630,好吃好吃，吃完还买
2631,一如既往好
2632,好吃.很香
2633,非常好吃
2634,不错很好
2635,非常好吃
2636,付款了至今没有收到货。
2637,就这样吧
2638,很好！我这是第二次购买
2639,非常满意，吃完再来。
2640,为什么第二次买的不香了？
2641,此用户没有填写评论!
2642,一如既往地好
2643,继续五星好评！
2644,好吃又香又干净！
2645,可以，就是拿快递比较远
2646,物流快，包装好，要再炒老一点就更香了！
2647,太小了。还可以
2648,不错，己经是第二次购买了。
2649,可以挺香的
2650,好吃好吃，吃完还买
2651,一如既往好
2652,好吃.很香
2653,非常好吃
2654,不错很好
2655,非常好吃
2656,付款了至今没有收到货。
2657,就这样吧
2658,很好！我这是第二次购买
2659,非常满意，吃完再来。
2660,为什么第二次买的不香了？
2661,此用户没有填写评论!
2662,一如既往地好
2663,继续五星好评！
2664,好吃又香又干净！
2665,可以，就是拿快递比较远
2666,物流快，包装好，要再炒老一点就更香了！
2667,太小了。还可以
2668,不错，己经是第二次购买了。
2669,可以挺香的
2670,好吃好吃，吃完还买
2671,一如既往好
2672,好吃.很香
2673,非常好吃
2674,不错很好
2675,非常好吃
2676,付款了至今没有收到货。
2677,就这样吧
2678,很好！我这是第二次购买
2679,非常满意，吃完再来。
2680,为什么第二次买的不香了？
2681,此用户没有填写评论!
2682,一如既往地好
2683,继续五星好评！
2684,好吃又香又干净！
2685,可以，就是拿快递比较远
2686,物流快，包装好，要再炒老一点就更香了！
2687,太小了。还可以
2688,不错，己经是第二次购买了。
2689,可以挺香的
2690,好吃好吃，吃完还买
2691,一如既往好
2692,好吃.很香
2693,非常好吃
2694,不错很好
2695,非常好吃
2696,付款了至今没有收到货。
2697,就这样吧
2698,很好！我这是第二次购买
2699,非常满意，吃完再来。
2700,为什么第二次买的不香了？
2701,此用户没有填写评论!
2702,一如既往地好
2703,继续五星好评！
2704,好吃又香又干净！
2705,可以，就是拿快递比较远
2706,物流快，包装好，要再炒老一点就更香了！
2707,太小了。还可以
2708,不错，己经是第二次购买了。
2709,可以挺香的
2710,好吃好吃，吃完还买
2711,一如既往好
2712,好吃.很香
2713,非常好吃
2714,不错很好
2715,非常好吃
2716,付款了至今没有收到货。
2717,就这样吧
2718,很好！我这是第二次购买
2719,非常满意，吃完再来。
2720,为什么第二次买的不香了？
2721,此用户没有填写评论!
2722,一如既往地好
2723,继续五星好评！
2724,好吃又香又干净！
2725,可以，就是拿快递比较远
2726,物流快，包装好，要再炒老一点就更香了！
2727,太小了。还可以
2728,不错，己经是第二次购买了。
2729,可以挺香的
2730,好吃好吃，吃完还买
2731,一如既往好
2732,好吃.很香
2733,非常好吃
2734,不错很好
2735,非常好吃
2736,付款了至今没有收到货。
2737,就这样吧
2738,很好！我这是第二次购买
2739,非常满意，吃完再来。
2740,为什么第二次买的不香了？
2741,此用户没有填写评论!
2742,一如既往地好
2743,继续五星好评！
2744,好吃又香又干净！
2745,可以，就是拿快递比较远
2746,物流快，包装好，要再炒老一点就更香了！
2747,太小了。还可以
2748,不错，己经是第二次购买了。
2749,可以挺香的
2750,好吃好吃，吃完还买
2751,一如既往好
2752,好吃.很香
2753,非常好吃
2754,不错很好
2755,非常好吃
2756,付款了至今没有收到货。
2757,就这样吧
2758,很好！我这是第二次购买
2759,非常满意，吃完再来。
2760,为什么第二次买的不香了？
2761,此用户没有填写评论!
2762,一如既往地好
2763,继续五星好评！
2764,好吃又香又干净！
2765,可以，就是拿快递比较远
2766,物流快，包装好，要再炒老一点就更香了！
2767,太小了。还可以
2768,不错，己经是第二次购买了。
2769,可以挺香的
2770,好吃好吃，吃完还买
2771,一如既往好
2772,好吃.很香
2773,非常好吃
2774,不错很好
2775,非常好吃
2776,付款了至今没有收到货。
2777,就这样吧
2778,很好！我这是第二次购买
2779,非常满意，吃完再来。
2780,为什么第二次买的不香了？
2781,此用户没有填写评论!
2782,一如既往地好
2783,继续五星好评！
2784,好吃又香又干净！
2785,可以，就是拿快递比较远
2786,物流快，包装好，要再炒老一点就更香了！
2787,太小了。还可以
2788,不错，己经是第二次购买了。
2789,可以挺香的
2790,好吃好吃，吃完还买
2791,一如既往好
2792,好吃.很香
2793,非常好吃
2794,不错很好
2795,非常好吃
2796,付款了至今没有收到货。
2797,就这样吧
2798,很好！我这是第二次购买
2799,非常满意，吃完再来。
2800,为什么第二次买的不香了？
2801,此用户没有填写评论!
2802,一如既往地好
2803,继续五星好评！
2804,好吃又香又干净！
2805,可以，就是拿快递比较远
2806,物流快，包装好，要再炒老一点就更香了！
2807,太小了。还可以
2808,不错，己经是第二次购买了。
2809,可以挺香的
2810,好吃好吃，吃完还买
2811,一如既往好
2812,好吃.很香
2813,非常好吃
2814,不错很好
2815,非常好吃
2816,付款了至今没有收到货。
2817,就这样吧
2818,很好！我这是第二次购买
2819,非常满意，吃完再来。
2820,为什么第二次买的不香了？
2821,此用户没有填写评论!
2822,一如既往地好
2823,继续五星好评！
2824,好吃又香又干净！
2825,可以，就是拿快递比较远
2826,物流快，包装好，要再炒老一点就更香了！
2827,太小了。还可以
2828,不错，己经是第二次购买了。
2829,可以挺香的
2830,好吃好吃，吃完还买
2831,一如既往好
2832,好吃.很香
2833,非常好吃
2834,不错很好
2835,非常好吃
2836,付款了至今没有收到货。
2837,就这样吧
2838,很好！我这是第二次购买
2839,非常满意，吃完再来。
2840,为什么第二次买的不香了？
2841,此用户没有填写评论!
2842,一如既往地好
2843,继续五星好评！
2844,好吃又香又干净！
2845,可以，就是拿快递比较远
2846,物流快，包装好，要再炒老一点就更香了！
2847,太小了。还可以
2848,不错，己经是第二次购买了。
2849,可以挺香的
2850,好吃好吃，吃完还买
2851,一如既往好
2852,好吃.很香
2853,非常好吃
2854,不错很好
2855,非常好吃
2856,付款了至今没有收到货。
2857,就这样吧
2858,很好！我这是第二次购买
2859,非常满意，吃完再来。
2860,为什么第二次买的不香了？
2861,此用户没有填写评论!
2862,一如既往地好
2863,继续五星好评！
2864,好吃又香又干净！
2865,可以，就是拿快递比较远
2866,物流快，包装好，要再炒老一点就更香了！
2867,太小了。还可以
2868,不错，己经是第二次购买了。
2869,可以挺香的
2870,好吃好吃，吃完还买
2871,一如既往好
2872,好吃.很香
2873,非常好吃
2874,不错很好
2875,非常好吃
2876,付款了至今没有收到货。
2877,就这样吧
2878,很好！我这是第二次购买
2879,非常满意，吃完再来。
2880,为什么第二次买的不香了？
2881,此用户没有填写评论!
2882,一如既往地好
2883,继续五星好评！
2884,好吃又香又干净！
2885,可以，就是拿快递比较远
2886,物流快，包装好，要再炒老一点就更香了！
2887,太小了。还可以
2888,不错，己经是第二次购买了。
2889,可以挺香的
2890,好吃好吃，吃完还买
2891,一如既往好
2892,好吃.很香
2893,非常好吃
2894,不错很好
2895,非常好吃
2896,付款了至今没有收到货。
2897,就这样吧
2898,很好！我这是第二次购买
2899,非常满意，吃完再来。
2900,为什么第二次买的不香了？
2901,此用户没有填写评论!
2902,一如既往地好
2903,继续五星好评！
2904,好吃又香又干净！
2905,可以，就是拿快递比较远
2906,物流快，包装好，要再炒老一点就更香了！
2907,太小了。还可以
2908,不错，己经是第二次购买了。
2909,可以挺香的
2910,好吃好吃，吃完还买
2911,一如既往好
2912,好吃.很香
2913,非常好吃
2914,不错很好
2915,非常好吃
2916,付款了至今没有收到货。
2917,就这样吧
2918,很好！我这是第二次购买
2919,非常满意，吃完再来。
2920,为什么第二次买的不香了？
2921,此用户没有填写评论!
2922,一如既往地好
2923,继续五星好评！
2924,好吃又香又干净！
2925,可以，就是拿快递比较远
2926,物流快，包装好，要再炒老一点就更香了！
2927,太小了。还可以
2928,不错，己经是第二次购买了。
2929,可以挺香的
2930,好吃好吃，吃完还买
2931,一如既往好
2932,好吃.很香
2933,非常好吃
2934,不错很好
2935,非常好吃
2936,付款了至今没有收到货。
2937,就这样吧
2938,很好！我这是第二次购买
2939,非常满意，吃完再来。
2940,为什么第二次买的不香了？
2941,此用户没有填写评论!
2942,一如既往地好
2943,继续五星好评！
2944,好吃又香又干净！
2945,可以，就是拿快递比较远
2946,物流快，包装好，要再炒老一点就更香了！
2947,太小了。还可以
2948,不错，己经是第二次购买了。
2949,可以挺香的
2950,好吃好吃，吃完还买
2951,一如既往好
2952,好吃.很香
2953,非常好吃
2954,不错很好
2955,非常好吃
2956,付款了至今没有收到货。
2957,就这样吧
2958,很好！我这是第二次购买
2959,非常满意，吃完再来。
2960,为什么第二次买的不香了？
2961,此用户没有填写评论!
2962,一如既往地好
2963,继续五星好评！
2964,好吃又香又干净！
2965,可以，就是拿快递比较远
2966,物流快，包装好，要再炒老一点就更香了！
2967,太小了。还可以
2968,不错，己经是第二次购买了。
2969,可以挺香的
2970,好吃好吃，吃完还买
2971,一如既往好
2972,好吃.很香
2973,非常好吃
2974,不错很好
2975,非常好吃
2976,付款了至今没有收到货。
2977,就这样吧
2978,很好！我这是第二次购买
2979,非常满意，吃完再来。
2980,为什么第二次买的不香了？
2981,此用户没有填写评论!
2982,一如既往地好
2983,继续五星好评！
2984,好吃又香又干净！
2985,可以，就是拿快递比较远
2986,物流快，包装好，要再炒老一点就更香了！
2987,太小了。还可以
2988,不错，己经是第二次购买了。
2989,可以挺香的
2990,好吃好吃，吃完还买
2991,一如既往好
2992,好吃.很香
2993,非常好吃
2994,不错很好
2995,非常好吃
2996,付款了至今没有收到货。
2997,就这样吧
2998,很好！我这是第二次购买
2999,非常满意，吃完再来。
3000,为什么第二次买的不香了？
3001,此用户没有填写评论!
3002,一如既往地好
3003,继续五星好评！
3004,好吃又香又干净！
3005,可以，就是拿快递比较远
3006,物流快，包装好，要再炒老一点就更香了！
3007,太小了。还可以
3008,不错，己经是第二次购买了。
3009,可以挺香的
3010,好吃好吃，吃完还买
3011,一如既往好
3012,好吃.很香
3013,非常好吃
3014,不错很好
3015,非常好吃
3016,付款了至今没有收到货。
3017,就这样吧
3018,很好！我这是第二次购买
3019,非常满意，吃完再来。
3020,为什么第二次买的不香了？
3021,此用户没有填写评论!
3022,一如既往地好
3023,继续五星好评！
3024,好吃又香又干净！
3025,可以，就是拿快递比较远
3026,物流快，包装好，要再炒老一点就更香了！
3027,太小了。还可以
3028,不错，己经是第二次购买了。
3029,可以挺香的
3030,好吃好吃，吃完还买
3031,一如既往好
3032,好吃.很香
3033,非常好吃
3034,不错很好
3035,非常好吃
3036,付款了至今没有收到货。
3037,就这样吧
3038,很好！我这是第二次购买
3039,非常满意，吃完再来。
3040,为什么第二次买的不香了？
3041,此用户没有填写评论!
3042,一如既往地好
3043,继续五星好评！
3044,好吃又香又干净！
3045,可以，就是拿快递比较远
3046,物流快，包装好，要再炒老一点就更香了！
3047,太小了。还可以
3048,不错，己经是第二次购买了。
3049,可以挺香的
3050,好吃好吃，吃完还买
3051,一如既往好
3052,好吃.很香
3053,非常好吃
3054,不错很好
3055,非常好吃
3056,付款了至今没有收到货。
3057,就这样吧
3058,很好！我这是第二次购买
3059,非常满意，吃完再来。
3060,为什么第二次买的不香了？
3061,此用户没有填写评论!
3062,一如既往地好
3063,继续五星好评！
3064,好吃又香又干净！
3065,可以，就是拿快递比较远
3066,物流快，包装好，要再炒老一点就更香了！
3067,太小了。还可以
3068,不错，己经是第二次购买了。
3069,可以挺香的
3070,好吃好吃，吃完还买
3071,一如既往好
3072,好吃.很香
3073,非常好吃
3074,不错很好
3075,非常好吃
3076,付款了至今没有收到货。
3077,就这样吧
3078,很好！我这是第二次购买
3079,非常满意，吃完再来。
3080,为什么第二次买的不香了？
3081,此用户没有填写评论!
3082,一如既往地好
3083,继续五星好评！
3084,好吃又香又干净！
3085,可以，就是拿快递比较远
3086,物流快，包装好，要再炒老一点就更香了！
3087,太小了。还可以
3088,不错，己经是第二次购买了。
3089,可以挺香的
3090,好吃好吃，吃完还买
3091,一如既往好
3092,好吃.很香
3093,非常好吃
3094,不错很好
3095,非常好吃
3096,付款了至今没有收到货。
3097,就这样吧
3098,很好！我这是第二次购买
3099,非常满意，吃完再来。
3100,为什么第二次买的不香了？
3101,此用户没有填写评论!
3102,一如既往地好
3103,继续五星好评！
3104,好吃又香又干净！
3105,可以，就是拿快递比较远
3106,物流快，包装好，要再炒老一点就更香了！
3107,太小了。还可以
3108,不错，己经是第二次购买了。
3109,可以挺香的
3110,好吃好吃，吃完还买
3111,一如既往好
3112,好吃.很香
3113,非常好吃
3114,不错很好
3115,非常好吃
3116,付款了至今没有收到货。
3117,就这样吧
3118,很好！我这是第二次购买
3119,非常满意，吃完再来。
3120,为什么第二次买的不香了？
3121,此用户没有填写评论!
3122,一如既往地好
3123,继续五星好评！
3124,好吃又香又干净！
3125,可以，就是拿快递比较远
3126,物流快，包装好，要再炒老一点就更香了！
3127,太小了。还可以
3128,不错，己经是第二次购买了。
3129,可以挺香的
3130,好吃好吃，吃完还买
3131,一如既往好
3132,好吃.很香
3133,非常好吃
3134,不错很好
3135,非常好吃
3136,付款了至今没有收到货。
3137,就这样吧
3138,很好！我这是第二次购买
3139,非常满意，吃完再来。
3140,为什么第二次买的不香了？
3141,此用户没有填写评论!
3142,一如既往地好
3143,继续五星好评！
3144,好吃又香又干净！
3145,可以，就是拿快递比较远
3146,物流快，包装好，要再炒老一点就更香了！
3147,太小了。还可以
3148,不错，己经是第二次购买了。
3149,可以挺香的
3150,好吃好吃，吃完还买
3151,一如既往好
3152,好吃.很香
3153,非常好吃
3154,不错很好
3155,非常好吃
3156,付款了至今没有收到货。
3157,就这样吧
3158,很好！我这是第二次购买
3159,非常满意，吃完再来。
3160,为什么第二次买的不香了？
3161,此用户没有填写评论!
3162,一如既往地好
3163,继续五星好评！
3164,好吃又香又干净！
3165,可以，就是拿快递比较远
3166,物流快，包装好，要再炒老一点就更香了！
3167,太小了。还可以
3168,不错，己经是第二次购买了。
3169,可以挺香的
3170,好吃好吃，吃完还买
3171,一如既往好
3172,好吃.很香
3173,非常好吃
3174,不错很好
3175,非常好吃
3176,付款了至今没有收到货。
3177,就这样吧
3178,很好！我这是第二次购买
3179,非常满意，吃完再来。
3180,为什么第二次买的不香了？
3181,此用户没有填写评论!
3182,一如既往地好
3183,继续五星好评！
3184,好吃又香又干净！
3185,可以，就是拿快递比较远
3186,物流快，包装好，要再炒老一点就更香了！
3187,太小了。还可以
3188,不错，己经是第二次购买了。
3189,可以挺香的
3190,好吃好吃，吃完还买
3191,一如既往好
3192,好吃.很香
3193,非常好吃
3194,不错很好
3195,非常好吃
3196,付款了至今没有收到货。
3197,就这样吧
3198,很好！我这是第二次购买
3199,非常满意，吃完再来。
3200,为什么第二次买的不香了？
3201,此用户没有填写评论!
3202,一如既往地好
3203,继续五星好评！
3204,好吃又香又干净！
3205,可以，就是拿快递比较远
3206,物流快，包装好，要再炒老一点就更香了！
3207,太小了。还可以
3208,不错，己经是第二次购买了。
3209,可以挺香的
3210,好吃好吃，吃完还买
3211,一如既往好
3212,好吃.很香
3213,非常好吃
3214,不错很好
3215,非常好吃
3216,付款了至今没有收到货。
3217,就这样吧
3218,很好！我这是第二次购买
3219,非常满意，吃完再来。
3220,为什么第二次买的不香了？
3221,此用户没有填写评论!
3222,一如既往地好
3223,继续五星好评！
3224,好吃又香又干净！
3225,可以，就是拿快递比较远
3226,物流快，包装好，要再炒老一点就更香了！
3227,太小了。还可以
3228,不错，己经是第二次购买了。
3229,可以挺香的
3230,好吃好吃，吃完还买
3231,一如既往好
3232,好吃.很香
3233,非常好吃
3234,不错很好
3235,非常好吃
3236,付款了至今没有收到货。
3237,就这样吧
3238,很好！我这是第二次购买
3239,非常满意，吃完再来。
3240,为什么第二次买的不香了？
3241,此用户没有填写评论!
3242,一如既往地好
3243,继续五星好评！
3244,好吃又香又干净！
3245,可以，就是拿快递比较远
3246,物流快，包装好，要再炒老一点就更香了！
3247,太小了。还可以
3248,不错，己经是第二次购买了。
3249,可以挺香的
3250,好吃好吃，吃完还买
3251,一如既往好
3252,好吃.很香
3253,非常好吃
3254,不错很好
3255,非常好吃
3256,付款了至今没有收到货。
3257,就这样吧
3258,很好！我这是第二次购买
3259,非常满意，吃完再来。
3260,为什么第二次买的不香了？
3261,此用户没有填写评论!
3262,一如既往地好
3263,继续五星好评！
3264,好吃又香又干净！
3265,可以，就是拿快递比较远
3266,物流快，包装好，要再炒老一点就更香了！
3267,太小了。还可以
3268,不错，己经是第二次购买了。
3269,可以挺香的
3270,好吃好吃，吃完还买
3271,一如既往好
3272,好吃.很香
3273,非常好吃
3274,不错很好
3275,非常好吃
3276,付款了至今没有收到货。
3277,就这样吧
3278,很好！我这是第二次购买
3279,非常满意，吃完再来。
3280,为什么第二次买的不香了？
3281,此用户没有填写评论!
3282,一如既往地好
3283,继续五星好评！
3284,好吃又香又干净！
3285,可以，就是拿快递比较远
3286,物流快，包装好，要再炒老一点就更香了！
3287,太小了。还可以
3288,不错，己经是第二次购买了。
3289,可以挺香的
3290,好吃好吃，吃完还买
3291,一如既往好
3292,好吃.很香
3293,非常好吃
3294,不错很好
3295,非常好吃
3296,付款了至今没有收到货。
3297,就这样吧
3298,很好！我这是第二次购买
3299,非常满意，吃完再来。
