link,title,game,anchor,hot,tags
https://www.douyu.com/5104578,❤话痨AD的直播间~,英雄联盟,金鱼姬y,3.6万,
https://www.douyu.com/4635291,小墨鱼:单排AD冲峡谷王者,英雄联盟,小墨鱼ovo,3.6万,斗鱼高分段AD
https://www.douyu.com/1932766,可乐要加冰 爱我要用心,英雄联盟,多肉妹妹丶目夕夕,3.6万,
https://www.douyu.com/5319616,多喝热水多喝热水多喝热水,英雄联盟,川美人,3.5万,
https://www.douyu.com/4020510,璐璐 （风女 娜美 奶妈）,英雄联盟,花涩迷人,3.5万,联盟声优男辅助
https://www.douyu.com/622262,【美服全能王】今天有预感上大分,英雄联盟,北美匹诺曹凡崽,3.5万,
https://www.douyu.com/8068854,今天小玉长大了,英雄联盟,玉子很忙,3.5万,
https://www.douyu.com/6343953,黑色玫瑰联盟内战  等你,英雄联盟,奈清子,3.5万,
https://www.douyu.com/7752402,美服黄金冲铂金,英雄联盟,一本正经的小菊花吖,3.4万,美服顶级工具人打野
https://www.douyu.com/7600114,全网唯一黑铁主播，,英雄联盟,做你书签,3.4万,国服万场锤石
https://www.douyu.com/4087848,下路打麻将大赛总冠军 美服,英雄联盟,一只小火锅儿,3.4万,留学萌妹天梯教学
https://www.douyu.com/6460102,艾欧尼亚奶不动了,英雄联盟,崔家塔塔,3.4万,
https://www.douyu.com/2714070,无限火力，火力，力96226,英雄联盟,提速小飞机,3.3万,枪刚骚话多
https://www.douyu.com/2361531,最强小法：无敌团战凯瑞教学,英雄联盟,混王灰灰小法,3.3万,峡谷最强小法师
https://www.douyu.com/7926424,一切都会好起来的，嘚嘚嘚嘚嘚,英雄联盟,陈果仁儿OMG,3.3万,
https://www.douyu.com/7747177,艾欧尼亚 吸血鬼诡术血条消失魔术,英雄联盟,夕阳吸血鬼,3.3万,
https://www.douyu.com/3603869,以后只玩辅助了~~~,英雄联盟,金针菇kimodi,3.3万,最强黑铁金身锤石
https://www.douyu.com/224786,弘诺：白金钻石皎月中野教学,英雄联盟,弘诺阿巴皎月,3.2万,国服第一皎月
https://www.douyu.com/1488067,你的劫：云顶峡谷双王者劫无限火力,英雄联盟,你的劫oO,3.1万,国服顶尖女刺客路人火影王
https://www.douyu.com/7173185,VOPL               冲,英雄联盟,重生之蔡徐坤1,3.1万,
https://www.douyu.com/6380220,36岁王者，上单战神。,英雄联盟,上单躺王,3万,
https://www.douyu.com/793197,女盲僧：葱葱葱QAQ！,英雄联盟,点点西的点点,3万,
https://www.douyu.com/7763713,想做一个小宝贝 7763713,英雄联盟,魔教可儿只爱黑白,2.9万,峡谷女卡特
https://www.douyu.com/657752,美服软辅单排,英雄联盟,一抹风度,2.9万,
https://www.douyu.com/1972056,周六又是跟宝贝们快乐的一天呢,英雄联盟,哆啦帆帆,2.9万,
https://www.douyu.com/7918554,王大川的直播间,英雄联盟,我可不是王大川哟,2.9万,
https://www.douyu.com/1663496,瑞兹教学，峡谷之巅,英雄联盟,徐显银,2.8万,国服王者瑞兹
https://www.douyu.com/7667384,肌肉猛男の白菜Ad,英雄联盟,白菜ad,2.8万,
https://www.douyu.com/6233617,三星艾克重拳出击,英雄联盟,新一艾克,2.7万,国服莽夫艾克
https://www.douyu.com/5031243,面对疾风剑豪的恐惧,英雄联盟,贱阿豪,2.7万,
https://www.douyu.com/2853505,腕豪瑟提，农夫三拳，有点甜~,英雄联盟,冉氏娱乐,2.7万,
https://www.douyu.com/5080999,毒王辛吉德,英雄联盟,杨晨炼金,2.7万,启封流炼金开创者
https://www.douyu.com/6142703,（超甜ad小哥哥）办卡打各种娱乐局或上车,英雄联盟,苏宇児,2.7万,合肥顶尖AD宇児
https://www.douyu.com/1622898,头铁VN❤在线送命,英雄联盟,拿草莓喂喃兔丶,2.6万,峡谷顶尖adc
https://www.douyu.com/7656268,奇亚娜：九品呼啦圈在线答疑,英雄联盟,丨丨依山丶,2.6万,国服顶尖奇亚娜
https://www.douyu.com/4924723,小光：斗鱼最强卡莎，逆版本依然乱杀！,英雄联盟,神秘嘉宾小光,2.6万,卡莎的完美上分教学
https://www.douyu.com/473676,中原最老猴三万场孙悟空齐天大圣,英雄联盟,巫妖王丶稳健猴,2.6万,国服最强猴子
https://www.douyu.com/6554831,办卡上分:谁敢横刀立马，只有我等老赵信,英雄联盟,老胡的赵信有丶C,2.5万,国服顶尖赵信
https://www.douyu.com/2373968,我又想不出标题了,英雄联盟,Lulubae,2.5万,美服全能小仙女
https://www.douyu.com/8121529,德玛西亚万岁！！！ 8121529,英雄联盟,蜜朵儿or,2.4万,
https://www.douyu.com/7163076,美服我回来啦。武汉加油,英雄联盟,一只代码猫OwO,2.4万,北美第一软萌k头怪
https://www.douyu.com/561678,闪光刀妹：祖安武状元！,英雄联盟,闪光刀妹,2.4万,峡谷王者刀妹
https://www.douyu.com/1016260,第一瑞兹潘森：高分滴王遇强则强,英雄联盟,星仔瑞兹,2.4万,国服第一瑞兹 
https://www.douyu.com/7693946,智力残疾人的康复中心,英雄联盟,百鬼阿,2.4万,国服高端腕豪 王者腕豪导师
https://www.douyu.com/6930950,东北瑞兹前来报到快进来！,英雄联盟,刘某的瑞兹很carry,2.4万,斗鱼最秀瑞兹
https://www.douyu.com/1901958,黑色玫瑰办卡上车 1901958,英雄联盟,一个沐小安,2.3万,
https://www.douyu.com/5180152,可甜可咸小阿姨在线  等你哦,英雄联盟,柚小瓷,2.3万,
https://www.douyu.com/4053813,宇宙级佐伊小法 点关注免费上车,英雄联盟,Lonely灬皓泽,2.3万,峡谷超强佐伊小法
https://www.douyu.com/4779609,王者瑞兹在线教你锤人 好久不见,英雄联盟,千佐Ryze,2.3万,峡谷巅峰瑞兹
https://www.douyu.com/5926079,网一：琪亚娜！！！,英雄联盟,十三爱吃西红柿,2.3万,
https://www.douyu.com/7956802,(有车位)   #谁说太阳会找到月亮？,英雄联盟,顾以以以了个柠,2.2万,
https://www.douyu.com/198859,寒冰专场：单排AD一区钻石局冲冲冲,英雄联盟,主播阿迎,2.2万,单排全能AD
https://www.douyu.com/6411172,酥酥在线送头：爱我 饲养我 不要离开我,英雄联盟,酥酒酒f,2.2万,国服软辅美少女
https://www.douyu.com/7502476,AD天使在线蹦迪,英雄联盟,倒数第二只皮卡丘,2.2万,
https://www.douyu.com/6860627,杰森诺手：战意丶永不屈服,英雄联盟,杰森诺手,2.1万,峡谷暴躁诺克
